Webpage,Coreconfig,Govconfig,Core,Counter,Value
slashdot,1Big,ii,4,0x08,3591928172.0
slashdot,1Big,ii,4,0x19,3301802150.0
slashdot,1Big,ii,4,0x1d,1672994292.0
slashdot,1Big,ii,4,0x17,675636786.0
slashdot,1Big,ii,5,0x08,3554720029.0
slashdot,1Big,ii,5,0x19,1452158156.0
slashdot,1Big,ii,5,0x1d,3820078609.0
slashdot,1Big,ii,5,0x17,244326464.0
slashdot,1Big,ii,6,0x08,2827139596.0
slashdot,1Big,ii,6,0x19,1436583713.0
slashdot,1Big,ii,6,0x1d,3210368844.0
slashdot,1Big,ii,6,0x17,242895044.0
slashdot,1Big,ii,7,0x08,232277844.0
slashdot,1Big,ii,7,0x19,1133079435.0
slashdot,1Big,ii,7,0x1d,3987365430.0
slashdot,1Big,ii,7,0x17,178903531.0
twitter,1Big,ii,0,0x08,44902916.0
twitter,1Big,ii,0,0x19,2128181524.0
twitter,1Big,ii,0,0x1d,2867684933.0
twitter,1Big,ii,0,0x17,332187175.0
twitter,1Big,ii,1,0x08,60363919.0
twitter,1Big,ii,1,0x19,2097652363.0
twitter,1Big,ii,1,0x1d,2086926750.0
twitter,1Big,ii,1,0x17,325323959.0
twitter,1Big,ii,2,0x08,63577757.0
twitter,1Big,ii,2,0x19,2123174221.0
twitter,1Big,ii,2,0x1d,2140428604.0
twitter,1Big,ii,2,0x17,328591825.0
twitter,1Big,ii,3,0x08,276865255.0
twitter,1Big,ii,3,0x19,2104410701.0
twitter,1Big,ii,3,0x1d,2078975752.0
twitter,1Big,ii,3,0x17,324318027.0
twitter,1Big,ii,4,0x08,1114222435.0
twitter,1Big,ii,4,0x19,2854656992.0
twitter,1Big,ii,4,0x1d,1085517528.0
twitter,1Big,ii,4,0x17,573873809.0
twitter,1Big,ii,5,0x08,3152413261.0
twitter,1Big,ii,5,0x19,1657313996.0
twitter,1Big,ii,5,0x1d,3317587299.0
twitter,1Big,ii,5,0x17,274600291.0
twitter,1Big,ii,6,0x08,4174603587.0
twitter,1Big,ii,6,0x19,1614330505.0
twitter,1Big,ii,6,0x1d,1891085528.0
twitter,1Big,ii,6,0x17,265080623.0
twitter,1Big,ii,7,0x08,2076368187.0
twitter,1Big,ii,7,0x19,1357431643.0
twitter,1Big,ii,7,0x1d,1507155038.0
twitter,1Big,ii,7,0x17,208637363.0
youtube,1Big,ii,0,0x08,4029634931.0
youtube,1Big,ii,0,0x19,2778128697.0
youtube,1Big,ii,0,0x1d,3207526862.0
youtube,1Big,ii,0,0x17,428040104.0
youtube,1Big,ii,1,0x08,432448693.0
youtube,1Big,ii,1,0x19,2794617586.0
youtube,1Big,ii,1,0x1d,2556824129.0
youtube,1Big,ii,1,0x17,427904372.0
youtube,1Big,ii,2,0x08,308338475.0
youtube,1Big,ii,2,0x19,2834312214.0
youtube,1Big,ii,2,0x1d,2665114263.0
youtube,1Big,ii,2,0x17,433853958.0
youtube,1Big,ii,3,0x08,4179727263.0
youtube,1Big,ii,3,0x19,2794794216.0
youtube,1Big,ii,3,0x1d,2173113724.0
youtube,1Big,ii,3,0x17,427680381.0
youtube,1Big,ii,4,0x08,1298234001.0
youtube,1Big,ii,4,0x19,4188611359.0
youtube,1Big,ii,4,0x1d,3914417430.0
youtube,1Big,ii,4,0x17,858810741.0
youtube,1Big,ii,5,0x08,35996773.0
youtube,1Big,ii,5,0x19,1715157420.0
youtube,1Big,ii,5,0x1d,1663771138.0
youtube,1Big,ii,5,0x17,291540520.0
youtube,1Big,ii,6,0x08,3020774584.0
youtube,1Big,ii,6,0x19,1866328402.0
youtube,1Big,ii,6,0x1d,2847947687.0
youtube,1Big,ii,6,0x17,312498824.0
youtube,1Big,ii,7,0x08,2055150829.0
youtube,1Big,ii,7,0x19,1421128108.0
youtube,1Big,ii,7,0x1d,3824484178.0
youtube,1Big,ii,7,0x17,225760311.0
amazon,2Big,ii,0,0x08,2756960101.0
amazon,2Big,ii,0,0x19,1060990781.0
amazon,2Big,ii,0,0x1d,4146180536.0
amazon,2Big,ii,0,0x17,155157352.0
amazon,2Big,ii,1,0x08,2304679628.0
amazon,2Big,ii,1,0x19,1050357942.0
amazon,2Big,ii,1,0x1d,3544848380.0
amazon,2Big,ii,1,0x17,153451926.0
amazon,2Big,ii,2,0x08,2178038139.0
amazon,2Big,ii,2,0x19,1042588335.0
amazon,2Big,ii,2,0x1d,3384552264.0
amazon,2Big,ii,2,0x17,152136777.0
amazon,2Big,ii,3,0x08,2367197825.0
amazon,2Big,ii,3,0x19,1059558876.0
amazon,2Big,ii,3,0x1d,3458775644.0
amazon,2Big,ii,3,0x17,153200748.0
amazon,2Big,ii,4,0x08,51488032.0
amazon,2Big,ii,4,0x19,2835443717.0
amazon,2Big,ii,4,0x1d,469105355.0
amazon,2Big,ii,4,0x17,571178544.0
amazon,2Big,ii,5,0x08,4284518349.0
amazon,2Big,ii,5,0x19,2204536361.0
amazon,2Big,ii,5,0x1d,1383569070.0
amazon,2Big,ii,5,0x17,407102776.0
amazon,2Big,ii,6,0x08,2382389829.0
amazon,2Big,ii,6,0x19,2116573111.0
amazon,2Big,ii,6,0x1d,216400135.0
amazon,2Big,ii,6,0x17,358147316.0
amazon,2Big,ii,7,0x08,2249232883.0
amazon,2Big,ii,7,0x19,2021841244.0
amazon,2Big,ii,7,0x1d,2208917315.0
amazon,2Big,ii,7,0x17,337591984.0
bbc,2Big,ii,0,0x08,4069396861.0
bbc,2Big,ii,0,0x19,1820663745.0
bbc,2Big,ii,0,0x1d,4170249312.0
bbc,2Big,ii,0,0x17,269557021.0
bbc,2Big,ii,1,0x08,4022290737.0
bbc,2Big,ii,1,0x19,1824709357.0
bbc,2Big,ii,1,0x1d,3376117026.0
bbc,2Big,ii,1,0x17,268127122.0
bbc,2Big,ii,2,0x08,3802240438.0
bbc,2Big,ii,2,0x19,1833934983.0
bbc,2Big,ii,2,0x1d,3325280497.0
bbc,2Big,ii,2,0x17,269607229.0
bbc,2Big,ii,3,0x08,3813371025.0
bbc,2Big,ii,3,0x19,1906778445.0
bbc,2Big,ii,3,0x1d,3645023242.0
bbc,2Big,ii,3,0x17,279992239.0
bbc,2Big,ii,4,0x08,1200671137.0
bbc,2Big,ii,4,0x19,4199686780.0
bbc,2Big,ii,4,0x1d,3777463938.0
bbc,2Big,ii,4,0x17,872142704.0
bbc,2Big,ii,5,0x08,2042777374.0
bbc,2Big,ii,5,0x19,2738944303.0
bbc,2Big,ii,5,0x1d,3149700438.0
bbc,2Big,ii,5,0x17,516749157.0
bbc,2Big,ii,6,0x08,1542436165.0
bbc,2Big,ii,6,0x19,2330770139.0
bbc,2Big,ii,6,0x1d,4274877684.0
bbc,2Big,ii,6,0x17,408385235.0
bbc,2Big,ii,7,0x08,4000230459.0
bbc,2Big,ii,7,0x19,2138407869.0
bbc,2Big,ii,7,0x1d,1184148822.0
bbc,2Big,ii,7,0x17,363661013.0
cnn,2Big,ii,0,0x08,2146228113.0
cnn,2Big,ii,0,0x19,2474792234.0
cnn,2Big,ii,0,0x1d,1998734961.0
cnn,2Big,ii,0,0x17,387430478.0
cnn,2Big,ii,1,0x08,2633438267.0
cnn,2Big,ii,1,0x19,2452953474.0
cnn,2Big,ii,1,0x1d,1105126233.0
cnn,2Big,ii,1,0x17,382629071.0
cnn,2Big,ii,2,0x08,2149894530.0
cnn,2Big,ii,2,0x19,2411410344.0
cnn,2Big,ii,2,0x1d,594282920.0
cnn,2Big,ii,2,0x17,377150647.0
cnn,2Big,ii,3,0x08,1933976563.0
cnn,2Big,ii,3,0x19,2375108932.0
cnn,2Big,ii,3,0x1d,242431233.0
cnn,2Big,ii,3,0x17,371911133.0
cnn,2Big,ii,4,0x08,2243546069.0
cnn,2Big,ii,4,0x19,1724964412.0
cnn,2Big,ii,4,0x1d,1711879798.0
cnn,2Big,ii,4,0x17,1260100349.0
cnn,2Big,ii,5,0x08,3190785876.0
cnn,2Big,ii,5,0x19,3864484629.0
cnn,2Big,ii,5,0x1d,903211788.0
cnn,2Big,ii,5,0x17,751327245.0
cnn,2Big,ii,6,0x08,1977758661.0
cnn,2Big,ii,6,0x19,3109227914.0
cnn,2Big,ii,6,0x1d,2379700512.0
cnn,2Big,ii,6,0x17,545923970.0
cnn,2Big,ii,7,0x08,1934447100.0
cnn,2Big,ii,7,0x19,2688983502.0
cnn,2Big,ii,7,0x1d,3326352832.0
cnn,2Big,ii,7,0x17,468965296.0
craigslist,2Big,ii,0,0x08,1932419260.0
craigslist,2Big,ii,0,0x19,811928247.0
craigslist,2Big,ii,0,0x1d,4049186884.0
craigslist,2Big,ii,0,0x17,117630089.0
craigslist,2Big,ii,1,0x08,1702002997.0
craigslist,2Big,ii,1,0x19,788452397.0
craigslist,2Big,ii,1,0x1d,3323085290.0
craigslist,2Big,ii,1,0x17,113032667.0
craigslist,2Big,ii,2,0x08,1750855581.0
craigslist,2Big,ii,2,0x19,814071405.0
craigslist,2Big,ii,2,0x1d,3455864273.0
craigslist,2Big,ii,2,0x17,116260583.0
craigslist,2Big,ii,3,0x08,1810732329.0
craigslist,2Big,ii,3,0x19,788881779.0
craigslist,2Big,ii,3,0x1d,3398005448.0
craigslist,2Big,ii,3,0x17,113511775.0
craigslist,2Big,ii,4,0x08,3217876942.0
craigslist,2Big,ii,4,0x19,2212501736.0
craigslist,2Big,ii,4,0x1d,1146581928.0
craigslist,2Big,ii,4,0x17,437204801.0
craigslist,2Big,ii,5,0x08,1720471965.0
craigslist,2Big,ii,5,0x19,2031686134.0
craigslist,2Big,ii,5,0x1d,2213821581.0
craigslist,2Big,ii,5,0x17,363781379.0
craigslist,2Big,ii,6,0x08,1109993677.0
craigslist,2Big,ii,6,0x19,1932217948.0
craigslist,2Big,ii,6,0x1d,3235001604.0
craigslist,2Big,ii,6,0x17,322541762.0
craigslist,2Big,ii,7,0x08,1321171294.0
craigslist,2Big,ii,7,0x19,1972972455.0
craigslist,2Big,ii,7,0x1d,1170011430.0
craigslist,2Big,ii,7,0x17,323647322.0
ebay,2Big,ii,0,0x08,3834598362.0
ebay,2Big,ii,0,0x19,1911682171.0
ebay,2Big,ii,0,0x1d,3042183902.0
ebay,2Big,ii,0,0x17,283334099.0
ebay,2Big,ii,1,0x08,217173139.0
ebay,2Big,ii,1,0x19,2014266028.0
ebay,2Big,ii,1,0x1d,3147257505.0
ebay,2Big,ii,1,0x17,295237699.0
ebay,2Big,ii,2,0x08,275764186.0
ebay,2Big,ii,2,0x19,2052834257.0
ebay,2Big,ii,2,0x1d,3124457749.0
ebay,2Big,ii,2,0x17,297837320.0
ebay,2Big,ii,3,0x08,27059683.0
ebay,2Big,ii,3,0x19,2040534315.0
ebay,2Big,ii,3,0x1d,2906172134.0
ebay,2Big,ii,3,0x17,296957471.0
ebay,2Big,ii,4,0x08,2628710999.0
ebay,2Big,ii,4,0x19,140347704.0
ebay,2Big,ii,4,0x1d,3908115627.0
ebay,2Big,ii,4,0x17,937606173.0
ebay,2Big,ii,5,0x08,3889412273.0
ebay,2Big,ii,5,0x19,3058796860.0
ebay,2Big,ii,5,0x1d,658692833.0
ebay,2Big,ii,5,0x17,608141639.0
ebay,2Big,ii,6,0x08,2908279710.0
ebay,2Big,ii,6,0x19,2352249427.0
ebay,2Big,ii,6,0x1d,1537950924.0
ebay,2Big,ii,6,0x17,429815745.0
ebay,2Big,ii,7,0x08,4272182994.0
ebay,2Big,ii,7,0x19,2346965188.0
ebay,2Big,ii,7,0x1d,4289679522.0
ebay,2Big,ii,7,0x17,427402618.0
google,2Big,ii,0,0x08,2349558009.0
google,2Big,ii,0,0x19,508763840.0
google,2Big,ii,0,0x1d,3954784884.0
google,2Big,ii,0,0x17,76640024.0
google,2Big,ii,1,0x08,2460121983.0
google,2Big,ii,1,0x19,528863274.0
google,2Big,ii,1,0x1d,3873217392.0
google,2Big,ii,1,0x17,78006758.0
google,2Big,ii,2,0x08,2304491077.0
google,2Big,ii,2,0x19,531428205.0
google,2Big,ii,2,0x1d,3830834016.0
google,2Big,ii,2,0x17,80564624.0
google,2Big,ii,3,0x08,2311477947.0
google,2Big,ii,3,0x19,540653347.0
google,2Big,ii,3,0x1d,3868972828.0
google,2Big,ii,3,0x17,80443536.0
google,2Big,ii,4,0x08,1641339944.0
google,2Big,ii,4,0x19,1563506967.0
google,2Big,ii,4,0x1d,2011318001.0
google,2Big,ii,4,0x17,317861576.0
google,2Big,ii,5,0x08,470371170.0
google,2Big,ii,5,0x19,1363835737.0
google,2Big,ii,5,0x1d,1884327905.0
google,2Big,ii,5,0x17,269056993.0
google,2Big,ii,6,0x08,4288021438.0
google,2Big,ii,6,0x19,1061205172.0
google,2Big,ii,6,0x1d,585610117.0
google,2Big,ii,6,0x17,182851565.0
google,2Big,ii,7,0x08,3305657196.0
google,2Big,ii,7,0x19,1065063557.0
google,2Big,ii,7,0x1d,4157508623.0
google,2Big,ii,7,0x17,182686027.0
msn,2Big,ii,0,0x08,2757177226.0
msn,2Big,ii,0,0x19,2060669657.0
msn,2Big,ii,0,0x1d,2257766220.0
msn,2Big,ii,0,0x17,312525301.0
msn,2Big,ii,1,0x08,1830980903.0
msn,2Big,ii,1,0x19,2132679298.0
msn,2Big,ii,1,0x1d,1160380122.0
msn,2Big,ii,1,0x17,317176259.0
msn,2Big,ii,2,0x08,1960490181.0
msn,2Big,ii,2,0x19,2075236197.0
msn,2Big,ii,2,0x1d,968411641.0
msn,2Big,ii,2,0x17,313282454.0
msn,2Big,ii,3,0x08,1990978996.0
msn,2Big,ii,3,0x19,2075979254.0
msn,2Big,ii,3,0x1d,875371675.0
msn,2Big,ii,3,0x17,309928140.0
msn,2Big,ii,4,0x08,3257750732.0
msn,2Big,ii,4,0x19,4112599526.0
msn,2Big,ii,4,0x1d,3584661278.0
msn,2Big,ii,4,0x17,825000080.0
msn,2Big,ii,5,0x08,12917001.0
msn,2Big,ii,5,0x19,3303133356.0
msn,2Big,ii,5,0x1d,2301622241.0
msn,2Big,ii,5,0x17,626288274.0
msn,2Big,ii,6,0x08,1300759376.0
msn,2Big,ii,6,0x19,2412563477.0
msn,2Big,ii,6,0x1d,4189223017.0
msn,2Big,ii,6,0x17,422597987.0
msn,2Big,ii,7,0x08,2018553266.0
msn,2Big,ii,7,0x19,1989048081.0
msn,2Big,ii,7,0x1d,3499614025.0
msn,2Big,ii,7,0x17,331460499.0
slashdot,2Big,ii,0,0x08,220863253.0
slashdot,2Big,ii,0,0x19,1423986229.0
slashdot,2Big,ii,0,0x1d,151152256.0
slashdot,2Big,ii,0,0x17,201473986.0
slashdot,2Big,ii,1,0x08,436761984.0
slashdot,2Big,ii,1,0x19,1545659591.0
slashdot,2Big,ii,1,0x1d,4248667109.0
slashdot,2Big,ii,1,0x17,214108449.0
slashdot,2Big,ii,2,0x08,345861197.0
slashdot,2Big,ii,2,0x19,1532856007.0
slashdot,2Big,ii,2,0x1d,4233384268.0
slashdot,2Big,ii,2,0x17,213029850.0
slashdot,2Big,ii,3,0x08,193164915.0
slashdot,2Big,ii,3,0x19,1440344561.0
slashdot,2Big,ii,3,0x1d,3746818371.0
slashdot,2Big,ii,3,0x17,202371939.0
slashdot,2Big,ii,4,0x08,3253933460.0
slashdot,2Big,ii,4,0x19,3750749874.0
slashdot,2Big,ii,4,0x1d,515303859.0
slashdot,2Big,ii,4,0x17,772864988.0
slashdot,2Big,ii,5,0x08,1453653559.0
slashdot,2Big,ii,5,0x19,2576733964.0
slashdot,2Big,ii,5,0x1d,1993662880.0
slashdot,2Big,ii,5,0x17,483982322.0
slashdot,2Big,ii,6,0x08,2588889854.0
slashdot,2Big,ii,6,0x19,2217404762.0
slashdot,2Big,ii,6,0x1d,1450510280.0
slashdot,2Big,ii,6,0x17,383110172.0
slashdot,2Big,ii,7,0x08,3317933773.0
slashdot,2Big,ii,7,0x19,2005211011.0
slashdot,2Big,ii,7,0x1d,1770098399.0
slashdot,2Big,ii,7,0x17,341485079.0
twitter,2Big,ii,0,0x08,2009066099.0
twitter,2Big,ii,0,0x19,1416727367.0
twitter,2Big,ii,0,0x1d,1694653460.0
twitter,2Big,ii,0,0x17,202264216.0
twitter,2Big,ii,1,0x08,3051314613.0
twitter,2Big,ii,1,0x19,1460486804.0
twitter,2Big,ii,1,0x1d,1523032441.0
twitter,2Big,ii,1,0x17,201732788.0
twitter,2Big,ii,2,0x08,2654154549.0
twitter,2Big,ii,2,0x19,1459215922.0
twitter,2Big,ii,2,0x1d,1442104460.0
twitter,2Big,ii,2,0x17,203041978.0
twitter,2Big,ii,3,0x08,2512693498.0
twitter,2Big,ii,3,0x19,1452977483.0
twitter,2Big,ii,3,0x1d,1213149688.0
twitter,2Big,ii,3,0x17,202613343.0
twitter,2Big,ii,4,0x08,1395310836.0
twitter,2Big,ii,4,0x19,3572520019.0
twitter,2Big,ii,4,0x1d,1811551017.0
twitter,2Big,ii,4,0x17,713201742.0
twitter,2Big,ii,5,0x08,3775893395.0
twitter,2Big,ii,5,0x19,2932273189.0
twitter,2Big,ii,5,0x1d,235562423.0
twitter,2Big,ii,5,0x17,532076831.0
twitter,2Big,ii,6,0x08,64626140.0
twitter,2Big,ii,6,0x19,2677125672.0
twitter,2Big,ii,6,0x1d,1797492726.0
twitter,2Big,ii,6,0x17,451514451.0
twitter,2Big,ii,7,0x08,3915056490.0
twitter,2Big,ii,7,0x19,2648108313.0
twitter,2Big,ii,7,0x1d,3849841349.0
twitter,2Big,ii,7,0x17,441223125.0
youtube,2Big,ii,0,0x08,964882192.0
youtube,2Big,ii,0,0x19,2098470138.0
youtube,2Big,ii,0,0x1d,1093942190.0
youtube,2Big,ii,0,0x17,298561640.0
youtube,2Big,ii,1,0x08,1276931676.0
youtube,2Big,ii,1,0x19,2131358697.0
youtube,2Big,ii,1,0x1d,404355118.0
youtube,2Big,ii,1,0x17,300897214.0
youtube,2Big,ii,2,0x08,1913303856.0
youtube,2Big,ii,2,0x19,2128533417.0
youtube,2Big,ii,2,0x1d,583426226.0
youtube,2Big,ii,2,0x17,298491316.0
youtube,2Big,ii,3,0x08,1498989454.0
youtube,2Big,ii,3,0x19,2099753167.0
youtube,2Big,ii,3,0x1d,142890785.0
youtube,2Big,ii,3,0x17,293606920.0
youtube,2Big,ii,4,0x08,3964253565.0
youtube,2Big,ii,4,0x19,544710960.0
youtube,2Big,ii,4,0x1d,4280315954.0
youtube,2Big,ii,4,0x17,1000317499.0
youtube,2Big,ii,5,0x08,131727208.0
youtube,2Big,ii,5,0x19,3480000498.0
youtube,2Big,ii,5,0x1d,2041606312.0
youtube,2Big,ii,5,0x17,656545697.0
youtube,2Big,ii,6,0x08,1849395776.0
youtube,2Big,ii,6,0x19,2734319058.0
youtube,2Big,ii,6,0x1d,2524541390.0
youtube,2Big,ii,6,0x17,476019959.0
youtube,2Big,ii,7,0x08,1753243116.0
youtube,2Big,ii,7,0x19,2619485743.0
youtube,2Big,ii,7,0x1d,3906622989.0
youtube,2Big,ii,7,0x17,445116556.0
amazon,3Big,ii,0,0x08,2636731368.0
amazon,3Big,ii,0,0x19,1119074288.0
amazon,3Big,ii,0,0x1d,419407676.0
amazon,3Big,ii,0,0x17,163512759.0
amazon,3Big,ii,1,0x08,2720937432.0
amazon,3Big,ii,1,0x19,1163933119.0
amazon,3Big,ii,1,0x1d,13713349.0
amazon,3Big,ii,1,0x17,167225463.0
amazon,3Big,ii,2,0x08,2833409726.0
amazon,3Big,ii,2,0x19,1173759987.0
amazon,3Big,ii,2,0x1d,29288073.0
amazon,3Big,ii,2,0x17,168599473.0
amazon,3Big,ii,3,0x08,2841413984.0
amazon,3Big,ii,3,0x19,1112717096.0
amazon,3Big,ii,3,0x1d,4026451876.0
amazon,3Big,ii,3,0x17,161598142.0
amazon,3Big,ii,4,0x08,325038701.0
amazon,3Big,ii,4,0x19,2807523110.0
amazon,3Big,ii,4,0x1d,986069456.0
amazon,3Big,ii,4,0x17,565680988.0
amazon,3Big,ii,5,0x08,4115275752.0
amazon,3Big,ii,5,0x19,2173391770.0
amazon,3Big,ii,5,0x1d,1593256616.0
amazon,3Big,ii,5,0x17,405393564.0
amazon,3Big,ii,6,0x08,2495312406.0
amazon,3Big,ii,6,0x19,2045846597.0
amazon,3Big,ii,6,0x1d,516213586.0
amazon,3Big,ii,6,0x17,346296096.0
amazon,3Big,ii,7,0x08,1745532813.0
amazon,3Big,ii,7,0x19,1949516449.0
amazon,3Big,ii,7,0x1d,1889251665.0
amazon,3Big,ii,7,0x17,325218065.0
bbc,3Big,ii,0,0x08,235505744.0
bbc,3Big,ii,0,0x19,1887866786.0
bbc,3Big,ii,0,0x1d,617972444.0
bbc,3Big,ii,0,0x17,274342565.0
bbc,3Big,ii,1,0x08,245812287.0
bbc,3Big,ii,1,0x19,1884471458.0
bbc,3Big,ii,1,0x1d,4050879900.0
bbc,3Big,ii,1,0x17,272351470.0
bbc,3Big,ii,2,0x08,10923376.0
bbc,3Big,ii,2,0x19,1877332260.0
bbc,3Big,ii,2,0x1d,3838116215.0
bbc,3Big,ii,2,0x17,271001577.0
bbc,3Big,ii,3,0x08,4123801376.0
bbc,3Big,ii,3,0x19,1891538326.0
bbc,3Big,ii,3,0x1d,3723551737.0
bbc,3Big,ii,3,0x17,272217582.0
bbc,3Big,ii,4,0x08,848449943.0
bbc,3Big,ii,4,0x19,4216631434.0
bbc,3Big,ii,4,0x1d,4198437678.0
bbc,3Big,ii,4,0x17,876382856.0
bbc,3Big,ii,5,0x08,3059980790.0
bbc,3Big,ii,5,0x19,2859013430.0
bbc,3Big,ii,5,0x1d,4054521872.0
bbc,3Big,ii,5,0x17,533642869.0
bbc,3Big,ii,6,0x08,850556903.0
bbc,3Big,ii,6,0x19,2390311343.0
bbc,3Big,ii,6,0x1d,26985610.0
bbc,3Big,ii,6,0x17,417373077.0
bbc,3Big,ii,7,0x08,698246809.0
bbc,3Big,ii,7,0x19,2074526678.0
bbc,3Big,ii,7,0x1d,1831978080.0
bbc,3Big,ii,7,0x17,354596179.0
cnn,3Big,ii,0,0x08,1032598543.0
cnn,3Big,ii,0,0x19,2642011540.0
cnn,3Big,ii,0,0x1d,1413878874.0
cnn,3Big,ii,0,0x17,406092948.0
cnn,3Big,ii,1,0x08,2399700454.0
cnn,3Big,ii,1,0x19,2619368484.0
cnn,3Big,ii,1,0x1d,490735893.0
cnn,3Big,ii,1,0x17,401528713.0
cnn,3Big,ii,2,0x08,1974445007.0
cnn,3Big,ii,2,0x19,2643178498.0
cnn,3Big,ii,2,0x1d,396867768.0
cnn,3Big,ii,2,0x17,405149658.0
cnn,3Big,ii,3,0x08,1532116707.0
cnn,3Big,ii,3,0x19,2663583423.0
cnn,3Big,ii,3,0x1d,434504782.0
cnn,3Big,ii,3,0x17,406859944.0
cnn,3Big,ii,4,0x08,1248218251.0
cnn,3Big,ii,4,0x19,2014164283.0
cnn,3Big,ii,4,0x1d,2530039137.0
cnn,3Big,ii,4,0x17,1322073484.0
cnn,3Big,ii,5,0x08,246840048.0
cnn,3Big,ii,5,0x19,4005935425.0
cnn,3Big,ii,5,0x1d,69909466.0
cnn,3Big,ii,5,0x17,781027669.0
cnn,3Big,ii,6,0x08,3668949620.0
cnn,3Big,ii,6,0x19,3122033086.0
cnn,3Big,ii,6,0x1d,2847252576.0
cnn,3Big,ii,6,0x17,554039467.0
cnn,3Big,ii,7,0x08,2102476758.0
cnn,3Big,ii,7,0x19,2744015614.0
cnn,3Big,ii,7,0x1d,2136440960.0
cnn,3Big,ii,7,0x17,480833400.0
craigslist,3Big,ii,0,0x08,2135228719.0
craigslist,3Big,ii,0,0x19,850205437.0
craigslist,3Big,ii,0,0x1d,96124568.0
craigslist,3Big,ii,0,0x17,120802960.0
craigslist,3Big,ii,1,0x08,2507159721.0
craigslist,3Big,ii,1,0x19,966454307.0
craigslist,3Big,ii,1,0x1d,286480571.0
craigslist,3Big,ii,1,0x17,132675750.0
craigslist,3Big,ii,2,0x08,2236454243.0
craigslist,3Big,ii,2,0x19,891123217.0
craigslist,3Big,ii,2,0x1d,4094809691.0
craigslist,3Big,ii,2,0x17,124166223.0
craigslist,3Big,ii,3,0x08,2216138726.0
craigslist,3Big,ii,3,0x19,921868141.0
craigslist,3Big,ii,3,0x1d,4197538840.0
craigslist,3Big,ii,3,0x17,128160339.0
craigslist,3Big,ii,4,0x08,629981842.0
craigslist,3Big,ii,4,0x19,2307535293.0
craigslist,3Big,ii,4,0x1d,2402610811.0
craigslist,3Big,ii,4,0x17,452375569.0
craigslist,3Big,ii,5,0x08,2460465263.0
craigslist,3Big,ii,5,0x19,2112880369.0
craigslist,3Big,ii,5,0x1d,2848629716.0
craigslist,3Big,ii,5,0x17,376852290.0
craigslist,3Big,ii,6,0x08,4037341603.0
craigslist,3Big,ii,6,0x19,1989194225.0
craigslist,3Big,ii,6,0x1d,325701055.0
craigslist,3Big,ii,6,0x17,331598729.0
craigslist,3Big,ii,7,0x08,1906144561.0
craigslist,3Big,ii,7,0x19,2080114674.0
craigslist,3Big,ii,7,0x1d,1599975305.0
craigslist,3Big,ii,7,0x17,338962312.0
ebay,3Big,ii,0,0x08,2972654196.0
ebay,3Big,ii,0,0x19,1951072396.0
ebay,3Big,ii,0,0x1d,1994293946.0
ebay,3Big,ii,0,0x17,287370500.0
ebay,3Big,ii,1,0x08,3055389719.0
ebay,3Big,ii,1,0x19,2022217391.0
ebay,3Big,ii,1,0x1d,1610258924.0
ebay,3Big,ii,1,0x17,294140542.0
ebay,3Big,ii,2,0x08,2762976669.0
ebay,3Big,ii,2,0x19,2012360839.0
ebay,3Big,ii,2,0x1d,1544944894.0
ebay,3Big,ii,2,0x17,293706289.0
ebay,3Big,ii,3,0x08,3020897582.0
ebay,3Big,ii,3,0x19,2003193389.0
ebay,3Big,ii,3,0x1d,1393372314.0
ebay,3Big,ii,3,0x17,292392342.0
ebay,3Big,ii,4,0x08,2906314408.0
ebay,3Big,ii,4,0x19,141152196.0
ebay,3Big,ii,4,0x1d,4089699117.0
ebay,3Big,ii,4,0x17,940309371.0
ebay,3Big,ii,5,0x08,2698420871.0
ebay,3Big,ii,5,0x19,3040507308.0
ebay,3Big,ii,5,0x1d,3940414598.0
ebay,3Big,ii,5,0x17,606851744.0
ebay,3Big,ii,6,0x08,1977804132.0
ebay,3Big,ii,6,0x19,2367622501.0
ebay,3Big,ii,6,0x1d,889010414.0
ebay,3Big,ii,6,0x17,431851500.0
ebay,3Big,ii,7,0x08,289409879.0
ebay,3Big,ii,7,0x19,2326422939.0
ebay,3Big,ii,7,0x1d,3720709022.0
ebay,3Big,ii,7,0x17,425011036.0
google,3Big,ii,0,0x08,2419201523.0
google,3Big,ii,0,0x19,516585573.0
google,3Big,ii,0,0x1d,4030936879.0
google,3Big,ii,0,0x17,78255527.0
google,3Big,ii,1,0x08,2449887576.0
google,3Big,ii,1,0x19,534144475.0
google,3Big,ii,1,0x1d,3898869061.0
google,3Big,ii,1,0x17,79377753.0
google,3Big,ii,2,0x08,2401236397.0
google,3Big,ii,2,0x19,517534223.0
google,3Big,ii,2,0x1d,3813247867.0
google,3Big,ii,2,0x17,76994607.0
google,3Big,ii,3,0x08,2313944646.0
google,3Big,ii,3,0x19,532780053.0
google,3Big,ii,3,0x1d,3870112378.0
google,3Big,ii,3,0x17,80674397.0
google,3Big,ii,4,0x08,1929210199.0
google,3Big,ii,4,0x19,1572648740.0
google,3Big,ii,4,0x1d,2086988699.0
google,3Big,ii,4,0x17,318293912.0
google,3Big,ii,5,0x08,328686980.0
google,3Big,ii,5,0x19,1351020157.0
google,3Big,ii,5,0x1d,1981412347.0
google,3Big,ii,5,0x17,265795185.0
google,3Big,ii,6,0x08,65505279.0
google,3Big,ii,6,0x19,1079286050.0
google,3Big,ii,6,0x1d,469405117.0
